ts,equity_total_usdt,realized_pnl_usdt,unrealized_pnl_usdt,cash_balance_usdt
2026-06-19T10:46:07.85Z,0,0,0,0
2026-06-19T10:51:07.85Z,0,0,0,0
2026-06-19T10:56:07.85Z,0,0,0,0
2026-06-19T11:01:07.85Z,0,0,0,0
2026-06-19T11:06:07.85Z,0,0,0,0
